RA,Dec,PmrA,PMDEC,sigPMRA,sigPMDEC,w1mpro_pm,w1sigmpro_pm,w2mpro_pm,w2sigmpro_pm,2MASSRA,2MASSDEC,j_m,j_msigcom,h_m,h_msigcom,k_m,k_msigcom,
8.407424,-22.337302,-0.12421,-0.25764,0.0531,0.0537,17.139,0.061,15.635,0.049,,,,,,,,,
8.0429066,-25.4926209,0.04679,-0.35834,0.0087,0.0082,14.169,0.017,14.016,0.018,8.042816,-25.490959,14.988,0.0332,14.492,0.051,14.294,0.0604,
8.1324627,-44.1287464,-0.05075,-0.08571,0.008,0.0075,14.212,0.014,14.082,0.014,8.13274,-44.128422,15.192,0.0425,14.565,0.0622,14.285,0.0653,
7.3324139,-57.5835289,0.12636,0.01921,0.0126,0.0112,15.09,0.017,14.954,0.024,7.331719,-57.583641,16.067,0.1023,15.429,0.1301,15.296,0.1849,
7.7933383,57.8267053,0.58711,-0.01227,0.0031,0.0027,12.504,0.017,11.928,0.01,7.788698,57.826797,14.954,0.039,13.779,0.0396,13.215,0.0286,
11.4842228,79.9799417,0.55326,-0.21567,0.0132,0.0077,14.906,0.027,14.491,0.032,,,,,,,,,
8.3012136,27.2480089,0.30945,0.11135,0.0039,0.0035,9.984,0.011,9.795,0.009,8.2996,27.247478,10.921,0.0199,10.386,0.0222,10.124,0.0173,
9.4131096,-28.4947911,0.12165,-0.03027,0.0126,0.0121,14.88,0.018,14.736,0.025,9.412484,-28.494678,16.333,0.0925,15.505,0.1388,15.436,0.1512,
9.5212015,-44.8251498,0.46132,-0.22408,0.0353,0.0332,16.434,0.03,16.18,0.065,,,,,,,,,
9.0337041,45.5153617,-0.23457,-0.14376,0.0042,0.0037,7.251,0.014,7.083,0.008,9.035326,45.515995,8.167,0.0286,7.576,0.0163,7.359,0.021,
8.3066779,45.5142335,-0.00117,-0.18023,0.0349,0.0365,17.388,0.067,15.295,0.032,,,,,,,,,
8.5115458,-0.8694735,-0.04705,-0.37476,0.0264,0.0281,17.235,0.063,14.579,0.022,,,,,,,,,
7.8323763,-60.1336102,0.12275,-0.00936,0.0091,0.0078,14.464,0.014,14.267,0.015,7.831647,-60.133678,15.393,0.0657,15.033,0.0925,14.575,0.094,
9.5699047,-71.0964068,0.15722,0.02146,0.0137,0.0117,15.421,0.017,15.234,0.026,9.56857,-71.096634,17.318,0.2301,16.174,0.1876,15.618,0.2424,
8.3590906,-4.6959789,0.13216,-0.07161,0.0109,0.0106,14.499,0.015,14.49,0.022,8.358657,-4.695849,15.267,0.0422,14.578,0.0479,14.494,0.0814,
9.169241,-4.3799034,0.15494,-0.12151,0.0179,0.0179,15.488,0.021,15.192,0.035,,,,,,,,,
9.1968262,-5.4182444,0.04465,-0.31522,0.0296,0.0278,15.978,0.026,15.776,0.054,,,,,,,,,
9.1224302,-8.254139,0.15798,-0.01522,0.0131,0.0118,14.874,0.016,14.646,0.023,9.121841,-8.254098,15.898,0.0691,15.403,0.0925,15.017,0.1504,
8.7177365,5.3855164,0.74304,0.20344,0.0073,0.0055,15.174,0.026,12.666,0.015,8.714904,5.384749,15.535,0.0449,15.443,0.082,16.243,,
9.3969661,6.4556308,0.13078,-0.15771,0.0104,0.0104,14.545,0.015,14.396,0.019,9.396554,6.456178,15.562,0.0641,14.941,0.0732,14.626,0.0948,
9.4720593,7.4337979,0.16463,-0.01577,0.0129,0.0113,14.726,0.018,14.508,0.025,9.471621,7.433764,15.707,0.0767,15.14,0.1125,14.731,0.0969,
8.4681787,34.5790068,0.14259,0.03838,0.0106,0.0093,14.51,0.014,14.486,0.019,8.467622,34.578819,15.44,0.0563,14.933,0.0648,14.58,0.0863,
8.9452774,34.3158393,0.27238,0.00413,0.0099,0.0087,14.599,0.017,14.426,0.02,8.943818,34.315735,15.628,0.0613,15.015,0.0855,14.769,0.0958,
9.6482954,-10.289519,0.18575,0.03483,0.0106,0.0099,14.487,0.015,14.295,0.017,9.647561,-10.289704,15.602,0.0558,14.99,0.0716,14.753,0.0978,
9.5096904,-10.3999703,0.02995,-0.255,0.0106,0.0104,14.596,0.015,14.379,0.019,9.509636,-10.398806,15.438,0.0558,14.993,0.089,14.839,0.1012,
8.6858362,-10.4694563,0.06121,-0.23878,0.0176,0.0182,15.474,0.021,15.208,0.033,,,,,,,,,
8.488239,-49.8325587,0.20415,0.00235,0.0118,0.0108,14.939,0.015,14.741,0.022,8.487014,-49.832584,16.051,0.1009,15.627,0.1526,15.199,0.1457,
10.3611076,-50.5511505,0.04668,-0.37019,0.0257,0.0222,16.029,0.025,16.061,0.062,10.360955,-50.549416,16.379,0.097,16.068,0.1886,15.906,0.2876,
9.7020508,-50.6391359,0,0,0.1039,0.0996,18.151,,17.32,,,,,,,,,,
9.3972737,-49.8017159,0.14412,-0.32588,0.0465,0.0427,16.934,0.042,16.153,0.063,,,,,,,,,
8.9858276,10.4749711,1.52986,-0.53554,0.0041,0.0042,10.139,0.011,9.804,0.008,,,,,,,,,
8.9835366,10.4757655,0,0,0.0066,0.0171,18.045,,17.147,,,,,,,,,,
9.0743812,-15.3619498,-0.00093,-0.26931,0.0159,0.0151,15.172,0.026,15.025,0.038,9.074545,-15.360979,15.917,0.071,15.465,0.1118,15.466,0.1819,
8.7825841,-15.5426269,-0.04891,-0.61298,0.0496,0.0552,18.167,0.14,15.34,0.038,,,,,,,,,
8.8174958,14.9510064,0.20241,0.06062,0.0121,0.0116,14.797,0.017,14.639,0.023,8.816707,14.950646,15.753,0.0704,15.236,0.081,14.962,0.1309,
9.5871866,-37.4642795,-0.06203,-0.44133,0.0094,0.0085,14.39,0.013,14.28,0.017,9.58768,-37.462502,15.231,0.046,14.626,0.0613,14.338,0.0873,
8.9531152,38.223377,-0.70894,-0.03592,0.039,0.0436,16.19,0.046,15.843,0.071,,,,,,,,,
9.4851559,-20.2751266,0.03963,-0.16156,0.0096,0.0086,14.201,0.014,14.225,0.018,9.485188,-20.274565,15.014,0.0388,14.428,0.0437,14.253,0.0603,
10.3827467,-21.571102,0.11942,-0.34329,0.0155,0.0144,15.017,0.019,14.872,0.03,10.382239,-21.569628,15.946,0.0788,15.327,0.0846,15.313,0.1288,
9.2049963,-39.1425022,0.07655,-0.19687,0.0176,0.0171,15.498,0.02,15.269,0.032,9.204952,-39.141689,16.555,0.1542,15.86,0.1567,15.418,0.2122,
10.3565081,-22.352044,-0.76327,-0.70514,0.0243,0.0223,15.201,0.025,15.151,0.038,,,,,,,,,
9.8341551,22.7551053,0.125,-0.03269,0.0202,0.0168,15.634,0.022,15.616,0.047,9.833864,22.755245,16.884,0.2037,15.954,0.1604,15.838,,
10.4319351,-40.3246904,1.31476,-1.03053,0.0292,0.0313,17.037,0.048,15.016,0.025,,,,,,,,,
10.7782154,-53.0577557,0.09521,0.02625,0.0085,0.0073,14.319,0.013,14.108,0.014,10.777699,-53.057941,15.421,0.0532,14.644,0.0546,14.496,0.0734,
9.6059531,52.6900207,0.13653,0.11966,0.0101,0.0087,14.635,0.014,14.517,0.019,9.605056,52.6894,15.528,0.0576,15.044,0.0739,14.853,0.1162,
9.3968093,24.7443702,0.07993,-0.28964,0.009,0.0076,14.209,0.013,14,0.015,9.396616,24.745453,15.167,0.0487,14.711,0.0653,14.288,0.0592,
10.2548758,23.493771,0.03071,-0.26312,0.0141,0.0127,14.977,0.019,14.909,0.029,10.254787,23.495052,15.723,0.0713,15.39,0.0999,15.044,0.1567,
9.6562132,23.8460327,0.13565,-0.09927,0.0208,0.0204,15.765,0.023,15.421,0.038,,,,,,,,,
9.1578301,-41.8204808,0.15811,0.19345,0.0087,0.0079,14.294,0.015,14.014,0.014,9.156982,-41.82135,16.328,0.1129,15.38,0.0932,14.77,0.1157,
9.539063,-41.8747682,0.12289,-0.17922,0.0096,0.0089,14.42,0.015,14.272,0.016,9.538444,-41.874058,15.385,0.0649,14.671,0.057,14.549,0.0986,
9.8988557,27.8334274,0.31863,0.03726,0.012,0.0113,14.831,0.017,14.616,0.022,9.89722,27.833187,15.824,0.0654,15.375,0.0917,15.198,0.1548,
10.7808473,27.9063925,0.32522,-0.11651,0.0137,0.0126,15.001,0.018,14.715,0.023,,,,,,,,,
9.6210919,27.9812174,0.00391,0.04628,0.0209,0.0194,17.503,0.074,14.418,0.019,,,,,,,,,
10.3208516,-54.3852037,0.268,-0.032,0.0181,0.0175,15.59,0.021,15.295,0.03,,,,,,,,,
10.6485007,-54.2730141,0.15812,-0.0614,0.015,0.0136,15.062,0.019,14.85,0.022,10.648056,-54.272575,15.124,0.0415,14.561,0.0666,14.262,0.0729,
10.8976568,28.4400461,-0.17773,-1.45827,0.004,0.0028,10.099,0.01,9.801,0.007,,,,,,,,,
10.8977108,28.4403617,-0.13745,-1.49894,0.0072,0.0063,10.583,0.015,10.182,0.01,,,,,,,,,
10.0999249,28.9840893,0.11574,-0.11262,0.0117,0.0105,14.7,0.016,14.614,0.022,10.099501,28.984501,15.621,0.0537,14.968,0.0716,14.81,0.1009,
10.9742867,-43.8873451,0.16423,-0.0329,0.0114,0.0106,14.76,0.016,14.759,0.021,10.973573,-43.887306,15.575,0.0627,14.948,0.0739,14.98,0.1161,
10.4367842,-2.0254835,0.14666,-0.12846,0.017,0.0161,15.289,0.019,15.243,0.036,10.436259,-2.024878,16.346,0.0863,15.621,0.0977,15.488,,
11.1794835,-3.7846562,0.21402,0.0416,0.0098,0.0098,14.783,0.017,13.742,0.014,11.178722,-3.784883,16.343,0.0927,15.608,0.0966,15.186,0.1392,
10.8690561,-31.5926636,0.2095,-0.02494,0.015,0.0146,15.199,0.019,15.08,0.028,10.868211,-31.592833,16.812,0.1363,16.197,0.1669,15.081,0.1403,
10.8528323,1.8131953,0.24798,-0.21963,0.0138,0.013,14.897,0.02,14.74,0.028,10.852014,1.814051,16.082,0.0884,15.238,0.0883,15.063,0.1054,
11.0995809,3.1057212,0.25185,0.05669,0.0105,0.0102,14.395,0.017,14.218,0.018,11.098667,3.105481,15.327,0.0528,14.764,0.0675,14.496,0.0978,
10.2541629,31.8568096,0.106,-0.03242,0.0066,0.0058,13.399,0.016,13.201,0.011,10.253739,31.856838,14.297,0.0311,13.844,0.044,13.568,0.0354,
11.2768775,-6.1416583,0.14374,-0.65563,0.0392,0.0423,16.421,0.034,16.62,0.112,11.276405,-6.138673,16.691,0.1174,16.631,0.2246,15.682,0.2152,
11.376292,-9.2269617,-0.11479,-0.15176,0.0116,0.0107,14.718,0.018,14.512,0.025,11.376924,-9.226404,15.748,0.0567,15.186,0.0546,14.851,0.096,
10.1469696,-10.3754914,0.17473,0.0498,0.01,0.0091,14.414,0.015,14.211,0.017,10.146193,-10.375796,15.419,0.0393,14.845,0.0293,14.393,0.0648,
11.39718,-10.5329377,-0.03076,-0.22039,0.0139,0.014,15.034,0.018,14.864,0.025,11.397471,-10.532135,15.91,0.068,15.549,0.0846,15.452,0.1664,
11.3342565,10.0825485,0.11878,-0.04386,0.0094,0.0092,14.205,0.016,14.024,0.016,11.33395,10.082633,15.34,0.0567,14.822,0.071,14.413,0.069,
10.0946795,33.6129986,0.18993,-0.06087,0.01,0.0085,14.202,0.014,14.168,0.016,10.093648,33.613209,15.079,0.0474,14.49,0.064,14.328,0.0674,
10.0655983,-11.8719384,0.17979,-0.0367,0.014,0.0142,14.834,0.083,14.822,0.083,10.064639,-11.87205,15.14,,14.479,,14.646,0.1102,
10.0655983,-11.8719384,0.17979,-0.0367,0.014,0.0142,14.834,0.083,14.822,0.083,10.065014,-11.871931,15.734,0.0767,15.114,0.1132,14.236,,Hey
10.7914282,-12.9527423,0.18068,-0.05393,0.0159,0.0146,15.162,0.018,14.987,0.028,10.790852,-12.952822,16.351,0.1099,15.59,0.1286,15.438,0.1791,
10.8863454,12.4491508,0.17585,-0.06409,0.0095,0.0091,14.313,0.014,14.063,0.016,10.885616,12.449391,15.622,0.0728,14.921,0.0809,14.6,0.078,
10.9231146,13.6651969,0.01744,-0.17201,0.0113,0.0107,14.461,0.016,14.276,0.019,10.923126,13.66584,15.305,0.053,14.857,0.0817,14.777,0.0813,
10.4877461,-15.589891,0.13658,-0.18156,0.0171,0.0163,15.33,0.018,15.176,0.033,10.48712,-15.589051,16.1,0.083,15.579,0.1138,15.209,0.1604,
10.2858992,-47.4915077,0.09761,-0.01003,0.0078,0.0071,14.157,0.014,14.005,0.014,10.285434,-47.491524,15.178,0.057,14.687,0.0544,14.283,0.0711,
10.160473,-46.3076748,0.10473,0.04332,0.008,0.0068,14.171,0.013,14.048,0.013,10.160018,-46.307873,15.131,0.0441,14.636,0.043,14.202,0.066,
11.6115523,-47.3909818,0.16436,0.02643,0.0105,0.0098,14.836,0.015,14.687,0.02,11.610695,-47.391178,15.762,0.0757,15.318,0.1005,14.898,0.0971,
10.7029665,-46.4733443,0.18411,-0.08031,0.012,0.0109,15.036,0.015,14.964,0.023,10.701906,-46.473061,15.957,0.0724,15.288,0.0984,15.233,0.1697,
11.0618844,-16.6365278,0.15432,-0.15971,0.0156,0.0142,15.134,0.018,15.02,0.028,11.061324,-16.635847,15.949,0.0776,15.544,0.1154,15.321,0.1717,
11.740351,-49.0325469,0.09543,0.03624,0.0079,0.0067,14.245,0.012,14.05,0.013,11.739878,-49.032745,15.199,0.0509,14.746,0.0682,14.509,0.0814,
10.6998018,-48.476038,0.15452,-0.01093,0.0161,0.0156,15.561,0.02,15.453,0.033,,,,,,,,,
11.8081333,-37.176683,0.40869,-0.54429,0.0117,0.0109,14.304,0.02,14.06,0.026,11.806172,-37.174519,16.233,0.0863,15.343,0.0804,14.985,0.129,
10.7967776,-38.3736316,0.354,0.06201,0.0417,0.0403,18.994,0.273,15.27,0.034,,,,,,,,,
10.4932779,38.3032556,0.23367,-0.06709,0.0707,0.069,18.772,0.218,15.962,0.057,,,,,,,,,
10.8586938,22.363122,0.20795,-0.11441,0.0144,0.0137,15.107,0.018,15.101,0.033,10.857684,22.3636,15.942,0.0912,15.531,0.1233,15.099,0.174,
11.6607267,-50.1035152,0.14081,-0.01804,0.0077,0.007,14.179,0.014,14.026,0.013,11.660088,-50.103512,15.112,0.0497,14.534,0.0668,14.364,0.0739,
12.2134186,25.1374631,1.38268,-0.76877,0.0739,0.0724,19.499,,15.444,0.056,,,,,,,,,
10.2307509,76.3505458,-0.0782,0.07001,0.0037,0.0033,9.002,0.012,8.807,0.008,10.232251,76.350243,10.003,0.019,9.431,0.0282,9.168,0.0251,
12.4908182,-26.9477192,0.22206,0.04645,0.0198,0.0182,15.474,0.022,15.24,0.036,12.489885,-26.947632,16.827,0.195,15.853,0.1823,15.268,0.1657,
11.8342357,26.6909151,0.11688,0.02945,0.0122,0.011,14.75,0.017,14.596,0.021,11.833839,26.690603,15.654,0.0594,15.098,0.0765,15.051,0.1291,
12.1857928,41.280817,0.16798,-0.00566,0.0115,0.01,14.798,0.018,14.61,0.022,12.18501,41.280785,15.886,0.0773,15.367,0.1074,15.06,0.1339,
13.325021,68.8690506,-1.18563,1.03507,0.1372,0.1476,17.503,0.115,16.055,0.092,,,,,,,,,
12.4115483,-51.8718912,0.74104,-1.55124,0.006,0.0047,11.961,0.011,11.725,0.004,,,,,,,,,
11.2143211,-50.7604592,0.38241,-0.04491,0.0318,0.0294,16.391,0.029,15.904,0.05,,,,,,,,,
11.1810851,28.2869793,0.09086,-0.09881,0.0109,0.0097,14.612,0.015,14.417,0.019,11.180738,28.28731,15.803,0.0737,15.2,0.0948,15.007,0.1324,
11.4875699,-6.3658502,0.1401,-0.00579,0.0107,0.0095,14.49,0.016,14.31,0.018,11.487118,-6.365929,15.732,0.057,14.938,0.0559,14.651,0.0908,
13.0780836,-43.1526426,0.14505,0.00239,0.0091,0.0075,14.281,0.013,14.12,0.014,13.077524,-43.152718,15.182,0.0536,14.6,0.0499,14.478,0.0799,
12.6021035,-42.3952205,0.14651,-0.02703,0.0099,0.0087,14.525,0.014,14.353,0.017,12.601524,-42.395241,15.645,0.0562,15.073,0.0666,14.74,0.0887,
12.5273674,4.6051237,0.19163,-0.00278,0.0113,0.0108,14.521,0.015,14.369,0.019,12.526733,4.605194,15.733,0.0668,15.122,0.0955,14.822,0.0866,
12.2965029,5.3769181,1.2518,-2.7693,0.0055,0.0052,11.386,0.01,11.332,0.007,,,,,,,,,
12.2977514,5.3744291,-0.24909,0.20149,0.0165,0.0184,14.872,0.079,14.572,0.051,,,,,,,,,
12.2948755,5.3804336,-0.56141,0.50977,0.1494,0.1592,16.557,0.242,15.847,0.116,,,,,,,,,
11.4086808,42.7502261,0.16622,-0.01177,0.0103,0.0092,14.546,0.015,14.429,0.019,11.407773,42.750275,15.998,0.0794,15.238,0.0915,14.931,0.1045,
12.4040053,-7.7070101,0.16909,-0.04911,0.0135,0.0126,14.885,0.018,14.721,0.023,12.403321,-7.706787,16.057,0.0603,15.424,0.0716,15.094,0.144,
12.7442988,-9.3966645,-0.1528,-0.36923,0.0185,0.0176,15.341,0.026,15.214,0.041,12.744869,-9.394897,16.454,0.0957,15.798,0.1013,15.543,0.2051,
12.8458836,-9.5044586,-0.14836,-0.85036,0.0187,0.0197,15.173,0.019,14.967,0.028,,,,,,,,,
12.6313242,-10.1898951,0.13738,-0.2029,0.0193,0.018,15.545,0.021,15.446,0.039,12.630834,-10.18928,16.292,0.083,15.861,0.0969,15.6,0.2029,
12.3458807,-12.4845968,0.11007,-0.00244,0.0098,0.0103,14.546,0.015,14.381,0.018,12.345527,-12.484637,15.529,0.0512,15.033,0.0647,14.709,0.1167,
12.9600779,-12.5544973,0.16822,-0.01634,0.0127,0.0131,14.991,0.017,14.794,0.023,12.95946,-12.554361,16.541,0.1159,15.702,0.15,14.9,0.1171,
12.6330819,-12.2667793,0.15911,-0.07974,0.0166,0.0159,15.331,0.018,15.21,0.034,12.632283,-12.266611,16.246,0.0996,15.785,0.1425,15.743,0.2263,
12.3342234,-31.4147342,0.16889,-0.05175,0.0124,0.0115,14.981,0.016,14.737,0.022,12.333347,-31.414665,16.574,0.1446,15.752,0.2112,15.539,0.21,
11.7891086,-53.0304455,0.11401,-0.01961,0.0085,0.0074,14.249,0.012,14.055,0.013,11.788543,-53.030426,15.213,0.0652,14.73,0.0921,14.525,0.0861,
13.452152,-53.7521491,0,0,0.1375,0.1273,19.302,,18.337,,,,,,,,,,
13.0960149,12.4915918,0.15572,0.01327,0.0123,0.0118,14.595,0.019,14.508,0.029,13.095394,12.491606,15.469,0.0553,15.103,0.09,14.836,0.1135,
13.0205933,31.7358768,0.21505,-0.05705,0.0114,0.01,14.733,0.016,14.471,0.019,13.019341,31.736008,16,0.0831,15.515,0.1362,15.216,0.1438,
12.2712837,-43.7946475,0.12167,0.0003,0.0083,0.0074,14.21,0.014,14.047,0.014,12.270728,-43.794628,15.112,0.0453,14.619,0.054,14.402,0.0685,
12.8552549,43.2389622,0.12009,0.00027,0.009,0.0076,14.266,0.015,14.323,0.017,12.85462,43.238918,14.957,0.0356,14.337,0.0479,14.247,0.0627,
12.5891964,-33.3736431,1.24161,1.11671,0.0212,0.0206,16.224,0.031,14.187,0.017,,,,,,,,,
12.5913198,-33.3720762,-0.34172,-0.46731,0.1132,0.1143,18.621,0.206,18.237,,,,,,,,,,
11.8971235,-69.6372585,0.25037,-0.12566,0.0128,0.0109,15.193,0.017,15.153,0.027,11.89422,-69.636749,15.909,0.0723,15.538,0.0812,15.346,0.1727,
13.2051141,17.2110102,0.40087,-0.28236,0.013,0.0116,14.871,0.016,14.684,0.023,13.203591,17.212072,15.785,0.0678,15.314,0.1042,15.134,0.1159,
12.4891372,33.4521397,0.18263,-0.09513,0.0119,0.0104,14.838,0.015,14.728,0.024,12.488074,33.452503,15.879,0.0767,15.088,0.0927,14.801,0.0939,
11.6987752,-62.7983004,0.09737,0.00278,0.0076,0.0065,14.14,0.013,13.999,0.013,11.69823,-62.798302,15.109,0.0539,14.595,0.0407,14.312,0.0908,
11.8221977,-61.6705179,0.12121,0.0165,0.0082,0.0074,14.303,0.014,14.121,0.014,11.8214,-61.670589,15.248,0.0509,14.899,0.1067,14.328,0.0809,
12.1592863,-35.1604265,0.02745,-0.34494,0.0119,0.0115,15.013,0.019,14.827,0.027,12.15917,-35.158909,15.945,0.0842,15.577,0.1833,15.338,0.1991,
12.5590412,-45.4359829,0.01621,-0.23915,0.0104,0.0096,14.598,0.015,14.464,0.018,12.559111,-45.434975,15.452,0.0609,14.915,0.0624,14.83,0.0961,
12.4347122,-53.9353545,0.12053,-0.05119,0.0082,0.0074,14.281,0.014,14.09,0.013,12.434109,-53.93523,15.33,0.0649,14.789,0.0739,14.397,0.1005,
13.6234188,34.2467333,-0.27725,-0.14714,0.0249,0.0232,15.992,0.024,16.109,0.069,13.624885,34.24728,16.623,0.1564,15.761,0.1808,15.534,,
12.7001665,54.4311539,0.16057,0.0164,0.0088,0.0075,14.448,0.015,14.309,0.015,12.698951,54.431026,15.614,0.0633,14.942,0.0774,14.684,0.0876,
12.797588,-20.4673264,1.00903,-0.68568,0.0591,0.0521,16.53,0.044,16.506,0.12,,,,,,,,,
13.3722622,21.6516451,0.13757,-0.08827,0.0133,0.0121,15.023,0.019,14.839,0.026,13.37188,21.651939,16.099,0.0818,15.555,0.1077,15.247,0.1577,
12.4092275,21.1531048,0.12322,-0.08395,0.0139,0.0133,15.029,0.019,14.969,0.028,12.408721,21.153332,16.107,0.0912,15.328,0.0851,15.328,0.2135,
12.6867746,47.6029072,0.20459,-0.06381,0.0085,0.0075,14.383,0.014,14.045,0.014,12.685535,47.603104,16.627,0.1294,15.571,0.1129,14.945,0.1108,
11.7722934,-63.1066881,0.11938,0.00164,0.0076,0.0066,14.132,0.012,14.02,0.013,11.771451,-63.106663,15.043,0.0485,14.379,0.054,14.19,0.0685,
12.5435749,24.047958,0.19694,-0.00679,0.0115,0.0104,14.693,0.015,14.495,0.021,12.542752,24.047768,15.69,0.0599,15.233,0.0852,14.921,0.0942,
13.5983274,-55.6217589,0.11555,-0.03338,0.0107,0.0094,14.771,0.014,14.6,0.018,13.597709,-55.621677,15.612,0.0666,15.02,0.089,14.82,0.126,
12.7243302,-55.6508449,0.21514,0.05942,0.0147,0.0137,15.171,0.019,14.969,0.026,12.723032,-55.651108,16.67,0.1573,15.697,0.1514,15.299,0.1959,
13.558258,-38.9034589,0.14174,0.00742,0.0088,0.008,14.37,0.013,14.155,0.015,13.557625,-38.903519,15.279,0.063,14.72,0.0718,14.471,0.0882,
13.2965726,27.3870948,0.1856,-0.1981,0.0085,0.008,14.285,0.014,14.189,0.017,13.29575,27.388002,15.151,0.0398,14.598,0.0572,14.399,0.0653,
14.2693351,-4.0634246,0.07015,-0.16636,0.0128,0.0118,14.857,0.016,14.806,0.026,14.269073,-4.062648,15.728,0.0693,15.17,0.0833,15.145,0.1553,
14.2090041,-5.9292979,0.1751,-0.0098,0.0158,0.0155,15.176,0.018,14.939,0.028,14.208277,-5.929374,16.66,0.1139,15.982,0.1412,15.586,0.2011,
12.8905409,-29.4559308,-0.03327,-0.18512,0.0098,0.0092,14.519,0.015,14.245,0.016,12.890796,-29.455105,15.478,0.0555,15.243,0.0999,14.572,0.0887,
13.5816249,-10.0053595,0.29953,-0.20779,0.009,0.0084,14.165,0.013,14.014,0.015,13.580542,-10.004639,15.101,0.043,14.567,0.0661,14.488,0.0745,
14.9673004,-57.5185767,0.14705,-0.0028,0.0078,0.0068,14.139,0.014,14.023,0.014,14.96654,-57.518623,15.067,0.0375,14.409,0.0317,14.263,0.0581,
13.0395038,-57.8800698,0.14609,0.0522,0.0129,0.0112,15.09,0.016,14.879,0.021,13.03876,-57.88036,16.993,0.2261,15.73,0.157,15.595,0.2637,
13.2465326,10.4739345,0.10871,-0.09288,0.0146,0.0144,14.893,0.017,14.737,0.026,13.246296,10.474056,16.102,0.0933,15.359,0.0911,15.378,0.1471,
13.8714686,-49.8403721,0.14554,0.00915,0.0089,0.0079,14.475,0.014,14.194,0.015,13.870754,-49.840496,16.529,0.1064,15.519,0.0902,15.048,0.1228,
14.7520526,-49.6794543,0.34787,-0.18349,0.0257,0.0225,16.041,0.024,15.88,0.046,,,,,,,,,
14.274692,-14.542539,-0.10017,-0.14933,0.0107,0.01,14.498,0.015,14.287,0.018,14.275265,-14.541945,15.514,0.0512,14.959,0.0511,14.789,0.0862,
13.439112,14.7938812,0.18121,-0.0211,0.009,0.0081,14.144,0.014,14.051,0.017,13.438461,14.793889,15.051,0.0427,14.412,0.0721,14.339,0.0604,
14.0737462,-16.3257361,0.29467,-0.06803,0.0221,0.0211,15.764,0.022,15.406,0.039,14.072847,-16.325474,16.267,0.1264,16.154,0.2233,15.461,0.2294,
14.7672624,-32.5148162,0.2129,-0.08945,0.01,0.0097,14.481,0.025,14.352,0.028,14.766261,-32.514442,15.355,0.0532,14.953,0.0761,14.48,0.0804,
13.4700867,-31.7640172,0.17039,-0.0308,0.014,0.0124,15.034,0.017,15.049,0.029,13.469166,-31.763811,16.09,0.0987,15.299,0.1043,14.962,0.13,
13.2881224,-31.1297305,0.07206,-0.07952,0.0307,0.0311,16.892,0.047,14.993,0.028,,,,,,,,,
13.9224882,17.285651,0.15466,-0.00925,0.0089,0.0081,14.159,0.016,14.005,0.016,13.92204,17.285645,15.179,0.0479,14.554,0.0576,14.291,0.0582,
14.2088449,32.0024974,0.14133,-0.14402,0.0134,0.0126,15.045,0.018,14.863,0.025,14.208211,32.003002,16.4,0.1229,15.961,0.2078,15.372,0.1483,
14.4393187,42.4993679,0.19977,-0.04538,0.012,0.0103,14.867,0.016,14.841,0.023,14.438296,42.499363,15.805,0.0725,15.037,0.0915,15.009,0.1139,
14.2205667,18.1994293,0.15417,0.03503,0.0111,0.01,14.604,0.018,14.416,0.02,14.219984,18.199102,16.673,0.1408,15.588,0.1067,15.036,0.1398,
15.318675,-52.1079448,0.74827,0.16717,0.0611,0.0568,18.73,0.199,15.83,0.043,,,,,,,,,
14.4502017,-19.9596289,-0.02643,-0.19445,0.0098,0.0085,14.146,0.014,14.054,0.015,14.450483,-19.958761,15.018,0.0371,14.44,0.0611,14.243,0.0732,
15.0888853,-19.0702023,0.18623,0.04905,0.028,0.0264,16,0.027,15.766,0.048,15.08789,-19.070457,16.857,0.1695,16.181,0.1948,16.238,0.3489,
14.2070047,-58.8393934,0.05955,-0.22586,0.0167,0.0148,14.525,0.024,14.34,0.021,,,,,,,,,
20.0790008,-84.7891138,0.19959,0.01515,0.014,0.0142,15.574,0.018,15.411,0.027,,,,,,,,,
14.4913952,20.2174394,0.86185,-0.29663,0.0076,0.0075,14.305,0.019,13.872,0.022,14.486965,20.218761,16.317,0.0953,15.449,0.0882,14.974,0.1344,
14.491681,20.2173271,1.28097,-0.45816,0.0145,0.014,15.041,0.017,14.531,0.022,,,,,,,,,
13.9969226,59.8004569,0.49516,-0.07373,0.0123,0.0113,14.922,0.02,14.987,0.027,13.992877,59.80069,15.442,0.0753,15.211,0.1021,15.035,0.1159,
13.9997597,59.7956592,0.44615,-0.04715,0.0356,0.0354,17.544,0.091,15.123,0.03,13.993909,59.795956,16.207,0.0928,15.523,0.127,15.419,0.1559,
13.8759464,-44.1236122,0.1211,-0.19647,0.0218,0.0191,15.861,0.023,15.536,0.04,,,,,,,,,
13.8935497,-43.403655,0.25919,0.12871,0.0266,0.0243,16.102,0.026,15.958,0.059,,,,,,,,,
14.5613202,-34.7653282,0.14471,0.02036,0.012,0.0111,14.976,0.017,14.81,0.022,14.560736,-34.765446,16.177,0.0967,15.62,0.1367,15.156,0.1504,
15.4095022,-53.6594812,0.15968,0.0281,0.0105,0.0095,14.832,0.014,14.712,0.019,15.408639,-53.659599,15.685,0.0597,15.104,0.0739,14.667,0.0995,
15.0671504,53.3310605,0.15226,-0.13811,0.0169,0.015,15.542,0.019,15.322,0.035,,,,,,,,,
